ticker,cik_str,title
ISSC,0000836690,INNOVATIVE SOLUTIONS & SUPPORT INC
ISTR,0001602658,Investar Holding Corp
IT,0000749251,GARTNER INC
ITGR,0001114483,Integer Holdings Corp
ITIC,0000720858,INVESTORS TITLE CO
ITRI,0000780571,"ITRON, INC."
ITRN,0001337117,Ituran Location & Control Ltd.
ITT,0000216228,ITT INC.
ITUB,0001132597,Itau Unibanco Holding S.A.
ITW,0000049826,ILLINOIS TOOL WORKS INC
IVR,0001437071,Invesco Mortgage Capital Inc.
IVZ,0000914208,Invesco Ltd.
IX,0001070304,ORIX CORP
IZEA,0001495231,"IZEA Worldwide, Inc."
JACK,0000807882,JACK IN THE BOX INC
JAGX,0001585608,"Jaguar Health, Inc."
JAKK,0001009829,JAKKS PACIFIC INC
JAZZ,0001232524,Jazz Pharmaceuticals plc
JBHT,0000728535,HUNT J B TRANSPORT SERVICES INC
JBL,0000898293,JABIL INC
JBLU,0001158463,JETBLUE AIRWAYS CORP
JBSS,0000880117,SANFILIPPO JOHN B & SON INC
JCI,0000833444,Johnson Controls International plc
JD,0001549802,"JD.com, Inc."
JHX,0001159152,James Hardie Industries plc
JJSF,0000785956,J&J SNACK FOODS CORP
JKHY,0000779152,JACK HENRY & ASSOCIATES INC
JKS,0001481513,"JinkoSolar Holding Co., Ltd."
JLL,0001037976,JONES LANG LASALLE INC
JOB,0000040570,GEE Group Inc.
JOE,0000745308,ST JOE Co
JOUT,0000788329,JOHNSON OUTDOORS INC
JPM,0000019617,JPMORGAN CHASE & CO
JRVR,0001620459,"James River Group Holdings, Inc."
JVA,0001007019,COFFEE HOLDING CO INC
JYNT,0001612630,JOINT Corp
KALU,0000811596,KAISER ALUMINUM CORP
KB,0001445930,KB Financial Group Inc.
KBH,0000795266,KB HOME
KBR,0001357615,"KBR, INC."
KE,0001606757,"Kimball Electronics, Inc."
KELYB,0000055135,KELLY SERVICES INC
KEN,0001611005,Kenon Holdings Ltd.
KEP,0000887225,KOREA ELECTRIC POWER CORP
KEQU,0000055529,KEWAUNEE SCIENTIFIC CORP /DE/
KEX,0000056047,KIRBY CORP
KEY,0000091576,KEYCORP /NEW/
KEYS,0001601046,"Keysight Technologies, Inc."
KFFB,0001297341,Kentucky First Federal Bancorp
KFRC,0000930420,KFORCE INC
KFY,0000056679,KORN FERRY
KGC,0000701818,KINROSS GOLD CORP
KIM,0000879101,KIMCO REALTY CORP
KINS,0000033992,"KINGSTONE COMPANIES, INC."
KKR,0001404912,KKR & Co. Inc.
KLAC,0000319201,KLA CORP
KLIC,0000056978,KULICKE & SOFFA INDUSTRIES INC
KMB,0000055785,KIMBERLY CLARK CORP
KMDA,0001567529,KAMADA LTD
KMI,0001506307,"KINDER MORGAN, INC."
KMPR,0000860748,KEMPER Corp
KMT,0000055242,KENNAMETAL INC
KMX,0001170010,CARMAX INC
KN,0001587523,Knowles Corp
KNDI,0001720250,"Kandi Technologies Group, Inc."
KNOP,0001564180,KNOT Offshore Partners LP
KNX,0001492691,Knight-Swift Transportation Holdings Inc.
KO,0000021344,COCA COLA CO
KODK,0000031235,EASTMAN KODAK CO
KOF,0000910631,COCA COLA FEMSA SAB DE CV
KOP,0001315257,Koppers Holdings Inc.
KOPN,0000771266,KOPIN CORP
KOS,0001509991,Kosmos Energy Ltd.
KOSS,0000056701,KOSS CORP
KPTI,0001503802,Karyopharm Therapeutics Inc.
KR,0000056873,KROGER CO
KRC,0001025996,KILROY REALTY CORP
KRG,0001286043,KITE REALTY GROUP TRUST
KRNT,0001625791,Kornit Digital Ltd.
KRNY,0001617242,Kearny Financial Corp.
KRO,0001257640,KRONOS WORLDWIDE INC
KSS,0000885639,KOHLS Corp
KT,0000892450,KT CORP
KTCC,0000719733,KEY TRONIC CORP
KTOS,0001069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC."
KVHI,0001007587,KVH INDUSTRIES INC \DE\
KWR,0000081362,QUAKER CHEMICAL CORP
KZIA,0001075880,KAZIA THERAPEUTICS LTD
L,0000060086,LOEWS CORP
LAD,0001023128,LITHIA MOTORS INC
LADR,0001577670,Ladder Capital Corp
LAKE,0000798081,LAKELAND INDUSTRIES INC
LAMR,0001090425,LAMAR ADVERTISING CO/NEW
LAND,0001495240,GLADSTONE LAND Corp
LARK,0001141688,LANDMARK BANCORP INC
LAZ,0001311370,"Lazard, Inc."
LB,0001995807,LandBridge Co LLC
LBRDA,0001611983,Liberty Broadband Corp
LBRDK,0001611983,Liberty Broadband Corp
LBTYA,0001570585,Liberty Global Ltd.
LBTYB,0001570585,Liberty Global Ltd.
LBTYK,0001570585,Liberty Global Ltd.
LCII,0000763744,LCI INDUSTRIES
LCNB,0001074902,LCNB CORP
LCUT,0000874396,"LIFETIME BRANDS, INC"
LDOS,0001336920,"Leidos Holdings, Inc."
LE,0000799288,"LANDS' END, INC."
LEA,0000842162,LEAR CORP
LECO,0000059527,LINCOLN ELECTRIC HOLDINGS INC
LEDS,0001333822,SemiLEDs Corp
LEE,0000058361,"LEE ENTERPRISES, Inc"
LEG,0000058492,LEGGETT & PLATT INC
LEN,0000920760,LENNAR CORP /NEW/
LFVN,0000849146,Lifevantage Corp
LGIH,0001580670,"LGI Homes, Inc."
LGL,0000061004,LGL GROUP INC
LGND,0000886163,LIGAND PHARMACEUTICALS INC
LH,0000920148,LABCORP HOLDINGS INC.
LIFE,0001788451,Ethos Technologies Inc.
LII,0001069202,LENNOX INTERNATIONAL INC
LILA,0001712184,Liberty Latin America Ltd.
LILAK,0001712184,Liberty Latin America Ltd.
LINC,0001286613,LINCOLN EDUCATIONAL SERVICES CORP
LIND,0001512499,"LINDBLAD EXPEDITIONS HOLDINGS, INC."
LIQT,0001307579,LIQTECH INTERNATIONAL INC
LITB,0001523836,"LightInTheBox Holding Co., Ltd."
LITE,0001633978,Lumentum Holdings Inc.
LIVE,0001045742,LIVE VENTURES Inc
LIVN,0001639691,LivaNova PLC
LKFN,0000721994,LAKELAND FINANCIAL CORP
LKQ,0001065696,LKQ CORP
LLY,0000059478,ELI LILLY & Co
LMAT,0001158895,LEMAITRE VASCULAR INC
LMB,0001606163,"Limbach Holdings, Inc."
LMFA,0001640384,"LM FUNDING AMERICA, INC."
LMNR,0001342423,Limoneira CO
LMT,0000936468,LOCKHEED MARTIN CORP
LNC,0000059558,LINCOLN NATIONAL CORP
LND,0001499849,BrasilAgro - Brazilian Agricultural Real Estate Co
LNG,0000003570,"Cheniere Energy, Inc."
LNN,0000836157,LINDSAY CORP
LNT,0000352541,ALLIANT ENERGY CORP
LNTH,0001521036,"Lantheus Holdings, Inc."
LOAN,0001080340,"MANHATTAN BRIDGE CAPITAL, INC"
LOB,0001462120,"Live Oak Bancshares, Inc."
LOCO,0001606366,"El Pollo Loco Holdings, Inc."
LODE,0001120970,Comstock Inc.
LOGI,0001032975,LOGITECH INTERNATIONAL S.A.
LOPE,0001434588,"Grand Canyon Education, Inc."
LOW,0000060667,LOWES COMPANIES INC
LPCN,0001535955,Lipocine Inc.
LPL,0001290109,"LG Display Co., Ltd."
LPLA,0001397911,LPL Financial Holdings Inc.
LPSN,0001102993,LIVEPERSON INC
LPTH,0000889971,LIGHTPATH TECHNOLOGIES INC
LPX,0000060519,LOUISIANA-PACIFIC CORP
LQDT,0001235468,LIQUIDITY SERVICES INC
LRCX,0000707549,LAM RESEARCH CORP
LRN,0001157408,"Stride, Inc."
LSBK,0002059653,"Lake Shore Bancorp, Inc. /MD/"
LSTR,0000853816,LANDSTAR SYSTEM INC
LTBR,0001084554,LIGHTBRIDGE Corp
LTC,0000887905,LTC PROPERTIES INC
LTM,0001047716,LATAM AIRLINES GROUP S.A.
LTRX,0001114925,LANTRONIX INC
LULU,0001397187,lululemon athletica inc.
LUV,0000092380,SOUTHWEST AIRLINES CO
LVS,0001300514,LAS VEGAS SANDS CORP
LWAY,0000814586,"Lifeway Foods, Inc."
LXFR,0001096056,LUXFER HOLDINGS PLC
LXP,0000910108,LXP Industrial Trust
LXRX,0001062822,"LEXICON PHARMACEUTICALS, INC."
LXU,0000060714,"LSB INDUSTRIES, INC."
LYB,0001489393,LyondellBasell Industries N.V.
LYG,0001160106,Lloyds Banking Group plc
LYTS,0000763532,LSI INDUSTRIES INC
LYV,0001335258,"Live Nation Entertainment, Inc."
LZB,0000057131,LA-Z-BOY INC
M,0000794367,"Macy's, Inc."
MA,0001141391,Mastercard Inc
MAA,0000912595,MID AMERICA APARTMENT COMMUNITIES INC.
MAC,0000912242,MACERICH CO
MAIN,0001396440,Main Street Capital CORP
MAN,0000871763,ManpowerGroup Inc.
MANH,0001056696,MANHATTAN ASSOCIATES INC
MANU,0001549107,Manchester United plc
MAR,0001048286,MARRIOTT INTERNATIONAL INC /MD/
MARA,0001507605,"MARA Holdings, Inc."
MARPS,0000062362,MARINE PETROLEUM TRUST
MAS,0000062996,MASCO CORP /DE/
MAT,0000063276,MATTEL INC /DE/
MATW,0000063296,MATTHEWS INTERNATIONAL CORP
MATX,0000003453,"Matson, Inc."
MAYS,0000054187,MAYS J W INC
MBI,0000814585,MBIA INC
MBOT,0000883975,Microbot Medical Inc.
MBUU,0001590976,"MALIBU BOATS, INC."
MBWM,0001042729,MERCANTILE BANK CORP
MC,0001596967,Moelis & Co
MCD,0000063908,MCDONALDS CORP
MCFT,0001638290,"MasterCraft Boat Holdings, Inc."
MCHP,0000827054,MICROCHIP TECHNOLOGY INC
MCHX,0001224133,MARCHEX INC
MCK,0000927653,MCKESSON CORP
MCO,0001059556,MOODYS CORP /DE/
MCRB,0001609809,"Seres Therapeutics, Inc."
MCRI,0000907242,MONARCH CASINO & RESORT INC
MCS,0000062234,MARCUS CORP
MCY,0000064996,MERCURY GENERAL CORP
MD,0000893949,"Pediatrix Medical Group, Inc."
MDGL,0001157601,"MADRIGAL PHARMACEUTICALS, INC."
MDLZ,0001103982,"Mondelez International, Inc."
MDT,0001613103,Medtronic plc
MDU,0000067716,MDU RESOURCES GROUP INC
MDWD,0001593984,MediWound Ltd.
MED,0000910329,MEDIFAST INC
MEI,0000065270,METHODE ELECTRONICS INC
MELI,0001099590,MERCADOLIBRE INC
MEOH,0000886977,METHANEX CORP
MERC,0001333274,MERCER INTERNATIONAL INC.
MESO,0001345099,MESOBLAST LTD
MET,0001099219,METLIFE INC
MFA,0001055160,"MFA FINANCIAL, INC."
MFC,0001086888,MANULIFE FINANCIAL CORP
MFG,0001335730,MIZUHO FINANCIAL GROUP INC
MFIN,0001000209,MEDALLION FINANCIAL CORP
MG,0001436126,"Mistras Group, Inc."
MGA,0000749098,MAGNA INTERNATIONAL INC
MGEE,0001161728,MGE ENERGY INC
MGM,0000789570,MGM Resorts International
MGNX,0001125345,MACROGENICS INC
MGPI,0000835011,MGP INGREDIENTS INC
MGRC,0000752714,MCGRATH RENTCORP
MGYR,0001337068,"Magyar Bancorp, Inc."
MHH,0001437226,"Mastech Digital, Inc."
MHK,0000851968,MOHAWK INDUSTRIES INC
MHO,0000799292,"M/I HOMES, INC."
MIND,0000926423,"MIND TECHNOLOGY, INC"
MITK,0000807863,MITEK SYSTEMS INC
MITT,0001514281,"TPG Mortgage Investment Trust, Inc."
MKC,0000063754,MCCORMICK & CO INC
MKL,0001096343,MARKEL GROUP INC.
MKSI,0001049502,MKS INC
MKTX,0001278021,MARKETAXESS HOLDINGS INC
MLAB,0000724004,MESA LABORATORIES INC /CO/
MLCO,0001381640,Melco Resorts & Entertainment LTD
MLI,0000089439,MUELLER INDUSTRIES INC
MLM,0000916076,MARTIN MARIETTA MATERIALS INC
MLP,0000063330,MAUI LAND & PINEAPPLE CO INC
MLR,0000924822,MILLER INDUSTRIES INC /TN/
MLSS,0000855683,MILESTONE SCIENTIFIC INC.
MMI,0001578732,"Marcus & Millichap, Inc."
MMLP,0001176334,MARTIN MIDSTREAM PARTNERS L.P.
MMM,0000066740,3M CO
MMS,0001032220,"MAXIMUS, INC."
MMSI,0000856982,MERIT MEDICAL SYSTEMS INC
MMYT,0001495153,MakeMyTrip Ltd
MNDO,0001119083,MIND CTI LTD
MNKD,0000899460,MANNKIND CORP
MNOV,0001226616,MEDICINOVA INC
MNR,0001980088,MACH NATURAL RESOURCES LP
MNRO,0000876427,"MONRO, INC."
MNST,0000865752,Monster Beverage Corp
MO,0000764180,"ALTRIA GROUP, INC."
MOD,0000067347,MODINE MANUFACTURING CO
MOH,0001179929,"MOLINA HEALTHCARE, INC."
MOMO,0001610601,Hello Group Inc.
MORN,0001289419,"Morningstar, Inc."
MOS,0001285785,MOSAIC CO
MOV,0000072573,MOVADO GROUP INC
MPAA,0000918251,MOTORCAR PARTS OF AMERICA INC
MPB,0000879635,MID PENN BANCORP INC
MPC,0001510295,Marathon Petroleum Corp
MPLX,0001552000,MPLX LP
MPWR,0001280452,MONOLITHIC POWER SYSTEMS INC
MRCY,0001049521,MERCURY SYSTEMS INC
MRK,0000310158,"Merck & Co., Inc."
MRLN,0002028707,"Merlin, Inc."
MRTN,0000799167,MARTEN TRANSPORT LTD
MRVL,0001835632,"Marvell Technology, Inc."
MS,0000895421,MORGAN STANLEY
MSA,0000066570,MSA Safety Inc
MSB,0000065172,MESABI TRUST
MSCI,0001408198,MSCI Inc.
MSEX,0000066004,MIDDLESEX WATER CO
MSFT,0000789019,MICROSOFT CORP
MSI,0000068505,"Motorola Solutions, Inc."
MSM,0001003078,MSC INDUSTRIAL DIRECT CO INC
MSN,0000032621,EMERSON RADIO CORP
MSTR,0001050446,Strategy Inc
MT,0001243429,ArcelorMittal
MTB,0000036270,M&T BANK CORP
MTCH,0000891103,"Match Group, Inc."
MTD,0001037646,METTLER TOLEDO INTERNATIONAL INC/
MTDR,0001520006,Matador Resources Co
MTEX,0001056358,MANNATECH INC
MTG,0000876437,MGIC INVESTMENT CORP
MTH,0000833079,Meritage Homes CORP
MTLS,0001091223,MATERIALISE NV
MTN,0000812011,VAIL RESORTS INC
MTNB,0001582554,"Matinas BioPharma Holdings, Inc."
MTRN,0001104657,MATERION Corp
MTRX,0000866273,MATRIX SERVICE CO
MTSI,0001493594,"MACOM Technology Solutions Holdings, Inc."
MTW,0000061986,MANITOWOC CO INC
MTX,0000891014,MINERALS TECHNOLOGIES INC
MTZ,0000015615,MASTEC INC
MU,0000723125,MICRON TECHNOLOGY INC
MUR,0000717423,MURPHY OIL CORP
MUSA,0001573516,Murphy USA Inc.
MUX,0000314203,McEwen Inc.
MVBF,0001277902,MVB FINANCIAL CORP
MVIS,0000065770,"MICROVISION, INC."
MVO,0001371782,MV Oil Trust
MWA,0001350593,"Mueller Water Products, Inc."
MX,0001325702,MAGNACHIP SEMICONDUCTOR Corp
MXC,0000066418,MEXCO ENERGY CORP
MXL,0001288469,"MAXLINEAR, INC"
MYE,0000069488,MYERS INDUSTRIES INC
MYGN,0000899923,MYRIAD GENETICS INC
MYRG,0000700923,MYR GROUP INC.
NAII,0000787253,NATURAL ALTERNATIVES INTERNATIONAL INC
NAK,0001164771,NORTHERN DYNASTY MINERALS LTD
NAT,0001000177,NORDIC AMERICAN TANKERS Ltd
NATH,0000069733,"NATHANS FAMOUS, INC."
NATR,0000275053,NATURES SUNSHINE PRODUCTS INC
NAVI,0001593538,NAVIENT CORP
NBHC,0001475841,National Bank Holdings Corp
NBIX,0000914475,NEUROCRINE BIOSCIENCES INC
NBR,0001163739,NABORS INDUSTRIES LTD
NBTB,0000790359,NBT BANCORP INC
NC,0000789933,NACCO INDUSTRIES INC
NCLH,0001513761,Norwegian Cruise Line Holdings Ltd.
NCTY,0001296774,The9 LTD
NDAQ,0001120193,"NASDAQ, INC."
NDLS,0001275158,NOODLES & Co
NDSN,0000072331,NORDSON CORP
NE,0001895262,Noble Corp plc
NEE,0000753308,NEXTERA ENERGY INC
NEM,0001164727,NEWMONT Corp /DE/
NEN,0000746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP
NEO,0001077183,NEOGENOMICS INC
NEOG,0000711377,NEOGEN CORP
NEON,0000087050,Neonode Inc.
NERV,0001598646,"Minerva Neurosciences, Inc."
NEU,0001282637,NEWMARKET CORP
NFBK,0001493225,"Northfield Bancorp, Inc."
NFG,0000070145,NATIONAL FUEL GAS CO
NFLX,0001065280,NETFLIX INC
NG,0001173420,NOVAGOLD RESOURCES INC
NGG,0001004315,NATIONAL GRID PLC
NGL,0001504461,NGL Energy Partners LP
NGS,0001084991,NATURAL GAS SERVICES GROUP INC
NGVC,0001547459,"Natural Grocers by Vitamin Cottage, Inc."
NHC,0001047335,NATIONAL HEALTHCARE CORP
NHI,0000877860,NATIONAL HEALTH INVESTORS INC
NHTC,0000912061,NATURAL HEALTH TRENDS CORP
NI,0001111711,NISOURCE INC.
NICE,0001003935,NICE Ltd.
NJR,0000356309,NEW JERSEY RESOURCES CORP
NKE,0000320187,"NIKE, Inc."
NKSH,0000796534,NATIONAL BANKSHARES INC
NKTR,0000906709,NEKTAR THERAPEUTICS
NL,0000072162,NL INDUSTRIES INC
NLY,0001043219,ANNALY CAPITAL MANAGEMENT INC
NMFC,0001496099,New Mountain Finance Corp
NMIH,0001547903,"NMI Holdings, Inc."
NMM,0001415921,Navios Maritime Partners L.P.
NMR,0001163653,NOMURA HOLDINGS INC
NNBR,0000918541,NN INC
NNI,0001258602,NELNET INC
NNN,0000751364,"NNN REIT, INC."
NNVC,0001379006,"NANOVIRICIDES, INC."
NOA,0001368519,North American Construction Group Ltd.
NOAH,0001499543,NOAH HOLDINGS LTD
NOC,0001133421,NORTHROP GRUMMAN CORP /DE/
NOG,0001104485,"NORTHERN OIL & GAS, INC."
NOK,0000924613,NOKIA CORP
NOV,0001021860,NOV Inc.
NOVT,0001076930,NOVANTA INC
NOW,0001373715,"ServiceNow, Inc."
NP,0002067129,Neptune Insurance Holdings Inc.
NPK,0000080172,NATIONAL PRESTO INDUSTRIES INC
NPO,0001164863,Enpro Inc.
NRG,0001013871,"NRG ENERGY, INC."
NRIM,0001163370,NORTHRIM BANCORP INC
NRP,0001171486,NATURAL RESOURCE PARTNERS LP
NRT,0000072633,NORTH EUROPEAN OIL ROYALTY TRUST
NSA,0001618563,National Storage Affiliates Trust
NSC,0000702165,NORFOLK SOUTHERN CORP
NSIT,0000932696,INSIGHT ENTERPRISES INC
NSP,0001000753,"INSPERITY, INC."
NSPR,0001433607,"InspireMD, Inc."
NSSC,0000069633,"NAPCO SECURITY TECHNOLOGIES, INC"
NSYS,0000722313,NORTECH SYSTEMS INC
NTAP,0001002047,"NetApp, Inc."
NTCT,0001078075,NETSCOUT SYSTEMS INC
NTES,0001110646,"NetEase, Inc."
NTGR,0001122904,"NETGEAR, INC."
NTIC,0000875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP
NTIP,0001065078,"NETWORK-1 TECHNOLOGIES, INC."
NTRA,0001604821,"Natera, Inc."
NTRP,0000788611,"NextTrip, Inc."
NTRS,0000073124,NORTHERN TRUST CORP
NTWK,0001039280,NETSOL TECHNOLOGIES INC
NTZ,0000900391,NATUZZI S P A
NUE,0000073309,NUCOR CORP
NUS,0001021561,"NU SKIN ENTERPRISES, INC."
NVAX,0001000694,NOVAVAX INC
NVCR,0001645113,NovoCure Ltd
NVDA,0001045810,NVIDIA CORP
NVEC,0000724910,NVE CORP /NEW/
NVGS,0001581804,Navigator Holdings Ltd.
NVMI,0001109345,NOVA LTD.
NVO,0000353278,NOVO NORDISK A S
NVR,0000906163,NVR INC
NVS,0001114448,NOVARTIS AG
NWBI,0001471265,"Northwest Bancshares, Inc."
NWE,0001993004,"NorthWestern Energy Group, Inc."
NWFL,0001013272,NORWOOD FINANCIAL CORP
NWL,0000814453,NEWELL BRANDS INC.
NWN,0001733998,Northwest Natural Holding Co
NWPX,0001001385,"NWPX Infrastructure, Inc."
NWSA,0001564708,NEWS CORP
NX,0001423221,Quanex Building Products CORP
NXPI,0001413447,NXP Semiconductors N.V.
NXRT,0001620393,"NexPoint Residential Trust, Inc."
NXST,0001142417,"NEXSTAR MEDIA GROUP, INC."
NYT,0000071691,NEW YORK TIMES CO
O,0000726728,REALTY INCOME CORP
OBE,0001334388,OBSIDIAN ENERGY LTD.
OC,0001370946,Owens Corning
OCC,0001000230,OPTICAL CABLE CORP
OCFC,0001004702,OCEANFIRST FINANCIAL CORP
OCSL,0001414932,Oaktree Specialty Lending Corp
OCUL,0001393434,"OCULAR THERAPEUTIX, INC"
ODC,0000074046,Oil-Dri Corp of America
ODFL,0000878927,"OLD DOMINION FREIGHT LINE, INC."
OEC,0001609804,Orion S.A.
OESX,0001409375,"ORION ENERGY SYSTEMS, INC."
OFG,0001030469,OFG BANCORP
OFIX,0000884624,Orthofix Medical Inc.
OFLX,0001317945,"Omega Flex, Inc."
OFS,0001487918,OFS Capital Corp
OGCP,0001553079,"Empire State Realty OP, L.P."
OGE,0001021635,OGE ENERGY CORP.
OGEN,0001174940,ORAGENICS INC
OGS,0001587732,"ONE Gas, Inc."
OHI,0000888491,OMEGA HEALTHCARE INVESTORS INC
OI,0000812074,"O-I Glass, Inc. /DE/"
OII,0000073756,OCEANEERING INTERNATIONAL INC
OIS,0001121484,"OIL STATES INTERNATIONAL, INC"
OKE,0001039684,ONEOK INC /NEW/
OLED,0001005284,UNIVERSAL DISPLAY CORP \PA\
OLLI,0001639300,"Ollie's Bargain Outlet Holdings, Inc."
OLN,0000074303,OLIN Corp
OLP,0000712770,ONE LIBERTY PROPERTIES INC
OMAB,0001378239,Central North Airport Group
OMC,0000029989,OMNICOM GROUP INC.
OMCL,0000926326,"OMNICELL, INC."
OMER,0001285819,OMEROS CORP
OMEX,0000798528,ODYSSEY MARINE EXPLORATION INC
OMF,0001584207,"OneMain Holdings, Inc."
ON,0001097864,ON SEMICONDUCTOR CORP
ONB,0000707179,OLD NATIONAL BANCORP /IN/
OOMA,0001327688,OOMA INC
OPHC,0001288855,"OptimumBank Holdings, Inc."
OPK,0000944809,"OPKO HEALTH, INC."
OPTT,0001378140,"Ocean Power Technologies, Inc."
OPY,0000791963,OPPENHEIMER HOLDINGS INC
OR,0001627272,OR Royalties Inc.
ORA,0001296445,"ORMAT TECHNOLOGIES, INC."
ORC,0001518621,"Orchid Island Capital, Inc."
ORCL,0001341439,ORACLE CORP
ORI,0000074260,OLD REPUBLIC INTERNATIONAL CORP
ORLY,0000898173,O REILLY AUTOMOTIVE INC
ORMP,0001176309,ORAMED PHARMACEUTICALS INC.
ORN,0001402829,Orion Group Holdings Inc
ORRF,0000826154,ORRSTOWN FINANCIAL SERVICES INC
OSBC,0000357173,OLD SECOND BANCORP INC
OSG,0000874501,OCTAVE SPECIALTY GROUP INC
OSIS,0001039065,OSI SYSTEMS INC
OSK,0000775158,OSHKOSH CORP
OSUR,0001116463,ORASURE TECHNOLOGIES INC
OTEX,0001002638,OPEN TEXT CORP
OTTR,0001466593,Otter Tail Corp
OUT,0001579877,OUTFRONT Media Inc.
OVBC,0000894671,OHIO VALLEY BANC CORP
OVLY,0001431567,Oak Valley Bancorp
OXBR,0001584831,OXBRIDGE RE HOLDINGS Ltd
OXLCO,0001495222,Oxford Lane Capital Corp.
OXM,0000075288,OXFORD INDUSTRIES INC
OXY,0000797468,OCCIDENTAL PETROLEUM CORP /DE/
PAA,0001070423,PLAINS ALL AMERICAN PIPELINE LP
PAAS,0000771992,PAN AMERICAN SILVER CORP
PAC,0001347557,Pacific Airport Group
PACB,0001299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC."
PAG,0001019849,"PENSKE AUTOMOTIVE GROUP, INC."
PAGP,0001581990,PLAINS GP HOLDINGS LP
PAHC,0001069899,PHIBRO ANIMAL HEALTH CORP
PAM,0001469395,Pampa Energy Inc.
PANL,0001606909,Pangaea Logistics Solutions Ltd.
PANW,0001327567,Palo Alto Networks Inc
PAR,0000708821,PAR TECHNOLOGY CORP
PARR,0000821483,"PAR PACIFIC HOLDINGS, INC."
PATK,0000076605,PATRICK INDUSTRIES INC
PAYC,0001590955,"Paycom Software, Inc."
PAYX,0000723531,PAYCHEX INC
PB,0001068851,PROSPERITY BANCSHARES INC
PBA,0001546066,PEMBINA PIPELINE CORP
PBF,0001534504,PBF Energy Inc.
PBH,0001295947,Prestige Consumer Healthcare Inc.
PBHC,0001609065,"Pathfinder Bancorp, Inc."
PBI,0000078814,PITNEY BOWES INC /DE/
PBYI,0001401667,"PUMA BIOTECHNOLOGY, INC."
PCAR,0000075362,PACCAR INC
PCG,0001004980,PG&E Corp
PCRX,0001396814,"Pacira BioSciences, Inc."
PCTY,0001591698,Paylocity Holding Corp
PCYO,0000276720,PURE CYCLE CORP
PDEX,0000788920,PRO DEX INC
PDFS,0001120914,PDF SOLUTIONS INC
PDM,0001042776,"Piedmont Realty Trust, Inc."
PDS,0001013605,PRECISION DRILLING Corp
PEB,0001474098,Pebblebrook Hotel Trust
PEBK,0001093672,PEOPLES BANCORP OF NORTH CAROLINA INC
PEBO,0000318300,PEOPLES BANCORP INC
PED,0001141197,PEDEVCO CORP
PEG,0000788784,PUBLIC SERVICE ENTERPRISE GROUP INC
PEGA,0001013857,PEGASYSTEMS INC
PEN,0001321732,Penumbra Inc
PENN,0000921738,"PENN Entertainment, Inc."
PEP,0000077476,PEPSICO INC
PERI,0001338940,Perion Network Ltd.
PESI,0000891532,PERMA FIX ENVIRONMENTAL SERVICES INC
PETS,0001040130,PETMED EXPRESS INC
PFBC,0001492165,Preferred Bank
PFE,0000078003,PFIZER INC
PFG,0001126328,PRINCIPAL FINANCIAL GROUP INC
PFGC,0001618673,Performance Food Group Co
PFIS,0001056943,PEOPLES FINANCIAL SERVICES CORP.
PFLT,0001504619,PennantPark Floating Rate Capital Ltd.
PFS,0001178970,PROVIDENT FINANCIAL SERVICES INC
PFSI,0001745916,"PennyMac Financial Services, Inc."
PG,0000080424,PROCTER & GAMBLE Co
PGC,0001050743,PEAPACK GLADSTONE FINANCIAL CORP
PGR,0000080661,PROGRESSIVE CORP/OH/
PH,0000076334,Parker-Hannifin Corp
PHG,0000313216,KONINKLIJKE PHILIPS NV
PHI,0000078150,PLDT Inc.
PHM,0000822416,PULTEGROUP INC/MI/
PII,0000931015,Polaris Inc.
PJT,0001626115,PJT Partners Inc.
PKBK,0001315399,"PARKE BANCORP, INC."
PKE,0000076267,PARK AEROSPACE CORP
PKG,0000075677,PACKAGING CORP OF AMERICA
PKOH,0000076282,PARK OHIO HOLDINGS CORP
PKX,0000889132,POSCO HOLDINGS INC.
PLAB,0000810136,PHOTRONICS INC
PLAY,0001525769,"Dave & Buster's Entertainment, Inc."
PLBC,0001168455,PLUMAS BANCORP
PLCE,0001041859,"Childrens Place, Inc."
PLD,0001045609,"Prologis, Inc."
PLG,0001095052,PLATINUM GROUP METALS LTD
PLNT,0001637207,"Planet Fitness, Inc."
PLOW,0001287213,"DOUGLAS DYNAMICS, INC"
PLPC,0000080035,PREFORMED LINE PRODUCTS CO
PLUG,0001093691,PLUG POWER INC
PLUS,0001022408,EPLUS INC
PLX,0001006281,"Protalix BioTherapeutics, Inc."
PLXS,0000785786,PLEXUS CORP
PM,0001413329,Philip Morris International Inc.
PMT,0001464423,PennyMac Mortgage Investment Trust
PMTS,0001641614,CPI Card Group Inc.
PNBK,0001098146,PATRIOT NATIONAL BANCORP INC
PNC,0000713676,"PNC FINANCIAL SERVICES GROUP, INC."
PNFP,0002082866,"Pinnacle Financial Partners, Inc."
PNNT,0001383414,PENNANTPARK INVESTMENT CORP
PNR,0000077360,PENTAIR plc
PNRG,0000056868,PRIMEENERGY RESOURCES CORP
PNW,0000764622,PINNACLE WEST CAPITAL CORP
PODD,0001145197,INSULET CORP
POOL,0000945841,POOL CORP
POR,0000784977,PORTLAND GENERAL ELECTRIC CO /OR/
POST,0001530950,"Post Holdings, Inc."
